customer_id,age,gender,country,plan_type,signup_date,tenure_months
user_00217,32.0,F,Canada,Standard,2024-08-19,16
user_00218,33.0,NULL,USA,Basic,2024-08-30,16
user_00219,15.0,F,USA,Standard,2024-11-06,14
user_00220,24.0,F,USA,Premium+,2022-08-08,41
user_00221,41.0,F,USA,Basic,2023-10-31,26
user_00222,36.0,M,USA,Standard,2025-06-17,6
user_00223,NULL,NULL,USA,Premium,2024-02-16,23
user_00224,45.0,M,Canada,Premium,2024-09-25,15
user_00225,43.0,M,USA,Standard,2024-03-10,22
user_00226,38.0,M,USA,Standard,2023-01-20,36
user_00227,6.0,F,USA,Premium,2023-07-01,30
user_00228,19.0,NULL,USA,Standard,2023-03-06,34
user_00229,20.0,M,USA,Premium,2025-01-03,12
user_00230,13.0,M,USA,Basic,2024-01-17,24
user_00231,25.0,NULL,USA,Basic,2025-04-21,8
user_00232,13.0,M,USA,Premium,2024-11-08,14
user_00233,40.0,NULL,USA,Standard,2023-10-01,27
user_00234,48.0,M,Canada,Premium,2023-09-18,28
user_00235,51.0,F,USA,Premium,2024-05-22,19
user_00236,26.0,F,USA,Premium,2024-06-21,18
user_00237,23.0,M,USA,Premium,2023-02-04,35
user_00238,27.0,Other,USA,Standard,2025-01-23,11
user_00239,49.0,M,USA,Standard,2024-12-14,13
user_00240,44.0,M,USA,Basic,2023-09-17,28
user_00241,21.0,F,USA,Premium,2023-02-13,35
user_00242,NULL,M,USA,Standard,2023-01-25,36
user_00243,31.0,NULL,USA,Premium,2024-09-19,15
user_00244,40.0,F,USA,Basic,2022-11-05,38
user_00245,47.0,F,USA,Standard,2024-05-27,19
user_00246,37.0,M,USA,Premium,2024-11-22,13
user_00247,21.0,F,USA,Standard,2024-02-19,23
user_00248,56.0,F,USA,Standard,2024-01-30,23
user_00249,35.0,F,USA,Premium,2025-02-16,10
user_00250,37.0,M,Canada,Premium,2023-10-07,27
user_00251,52.0,F,USA,Basic,2023-12-31,24
user_00252,NULL,F,USA,Standard,2024-12-30,12
user_00253,41.0,NULL,Canada,Premium,2023-10-12,27
user_00254,41.0,F,Canada,Premium,2025-03-09,10
user_00255,24.0,NULL,USA,Premium,2023-11-07,26
user_00256,39.0,F,USA,Premium,2023-10-29,26
user_00257,47.0,F,USA,Standard,2024-02-27,22
user_00258,38.0,F,USA,Premium,2022-09-09,40
user_00259,44.0,M,USA,Premium,2025-04-24,8
user_00260,35.0,M,USA,Basic,2024-08-24,16
user_00261,NULL,M,Canada,Standard,2023-03-31,33
user_00262,27.0,F,USA,Basic,2023-02-23,35
user_00263,36.0,NULL,USA,Premium+,2024-12-10,13
user_00264,37.0,M,USA,Standard,2025-01-13,12
user_00265,30.0,F,USA,Premium,2023-01-22,36
user_00266,47.0,M,USA,Basic,2024-05-03,20
user_00267,65.0,M,USA,Basic,2023-08-26,28
user_00268,32.0,F,USA,Standard,2025-04-12,9
user_00269,21.0,F,Canada,Premium,2024-03-17,22
user_00270,32.0,M,USA,Basic,2024-06-03,19
user_00271,37.0,F,USA,Basic,2024-07-23,17
user_00272,39.0,Other,USA,Premium,2024-12-19,12
user_00273,37.0,NULL,Canada,Premium,2024-04-17,21
user_00274,21.0,NULL,USA,Standard,2024-07-22,17
user_00275,50.0,F,USA,Basic,2022-08-02,41
user_00276,NULL,M,USA,Premium,2023-01-20,36
user_00277,19.0,F,USA,Premium,2024-05-15,20
user_00278,30.0,NULL,Canada,Basic,2024-06-26,18
user_00279,45.0,M,USA,Standard,2023-01-11,36
user_00280,25.0,NULL,Canada,Premium+,2024-04-08,21
user_00281,53.0,NULL,USA,Premium,2023-02-03,35
user_00282,29.0,F,USA,Premium,2022-08-17,41
user_00283,77.0,F,USA,Premium,2023-05-08,32
user_00284,NULL,M,USA,Premium,2025-07-10,6
user_00285,NULL,NULL,USA,Basic,2023-08-26,28
user_00286,13.0,F,USA,Basic,2023-04-22,33
user_00287,18.0,M,USA,Standard,2024-07-21,17
user_00288,34.0,M,USA,Premium,2024-12-02,13
user_00289,-0.0,NULL,USA,Standard,2024-09-20,15
user_00290,26.0,M,USA,Standard,2024-11-09,14
user_00291,43.0,M,Canada,Standard,2024-02-23,22
user_00292,53.0,F,USA,Basic,2023-01-31,35
user_00293,43.0,M,USA,Premium,2025-03-26,9
user_00294,48.0,F,USA,Premium+,2025-04-27,8
user_00295,NULL,M,USA,Premium+,2022-08-15,41
user_00296,33.0,F,USA,Standard,2022-09-24,40
user_00297,34.0,NULL,USA,Premium,2025-06-26,6
user_00298,43.0,M,USA,Premium,2024-09-02,16
user_00299,17.0,F,Canada,Standard,2024-01-23,23
user_00300,36.0,M,Canada,Standard,2024-04-07,21
user_00301,29.0,F,Canada,Standard,2023-03-02,34
user_00302,21.0,M,Canada,Premium,2025-02-02,11
user_00303,35.0,M,Canada,Premium+,2023-02-23,35
user_00304,22.0,M,USA,Standard,2023-09-16,28
user_00305,21.0,Other,USA,Basic,2023-03-14,34
user_00306,24.0,F,USA,Standard,2023-03-09,34
user_00307,42.0,M,USA,Premium,2023-05-26,32
user_00308,NULL,NULL,USA,Standard,2023-02-14,35
user_00309,25.0,F,USA,Basic,2025-03-02,10
user_00310,59.0,F,Canada,Standard,2024-11-20,13
user_00311,24.0,M,USA,Standard,2023-03-18,34
user_00312,32.0,F,USA,Standard,2023-07-05,30
user_00313,33.0,Other,Canada,Premium,2023-10-03,27
user_00314,32.0,NULL,Canada,Standard,2025-04-15,9
user_00315,29.0,M,USA,Standard,2024-07-28,17
user_00316,29.0,F,USA,Standard,2022-12-30,36
user_00317,37.0,NULL,Canada,Basic,2023-10-26,26
user_00318,36.0,M,USA,Premium,2023-04-27,32
user_00319,NULL,M,Canada,Premium,2023-02-01,35
user_00320,7.0,M,Canada,Standard,2025-02-20,10
user_00321,47.0,F,USA,Basic,2024-01-15,24
user_00322,26.0,M,Canada,Standard,2022-09-30,39
user_00323,35.0,F,USA,Premium,2022-08-15,41
user_00324,62.0,M,USA,Premium+,2024-11-26,13
user_00325,29.0,F,USA,Standard,2023-05-05,32
user_00326,NULL,F,Canada,Standard,2025-04-10,9
user_00327,10.0,F,Canada,Standard,2023-08-01,29
user_00328,50.0,Other,USA,Standard,2024-09-24,15
user_00329,28.0,M,Canada,Premium,2024-01-08,24
user_00330,20.0,M,USA,Standard,2024-03-09,22
user_00331,102.0,M,Canada,Premium,2023-01-02,36
user_00332,9.0,F,USA,Premium,2022-12-09,37
user_00333,NULL,M,USA,Standard,2023-02-06,35
user_00334,26.0,F,USA,Standard,2022-12-12,37
user_00335,46.0,F,USA,Premium,2022-12-26,37
user_00336,61.0,F,USA,Standard,2024-02-26,22
user_00337,42.0,F,USA,Premium+,2024-06-10,19
user_00338,15.0,M,USA,Premium,2023-05-04,32
user_00339,NULL,Other,USA,Premium+,2024-12-02,13
user_00340,49.0,F,Canada,Premium,2023-02-13,35
user_00341,39.0,M,Canada,Premium,2023-03-30,33
user_00342,48.0,F,Canada,Premium,2025-04-05,9
user_00343,25.0,M,Canada,Premium,2024-08-30,16
user_00344,31.0,F,USA,Standard,2023-02-20,35
user_00345,31.0,NULL,USA,Premium+,2025-04-01,9
user_00346,NULL,F,Canada,Standard,2024-10-18,14
user_00347,NULL,F,Canada,Premium+,2024-09-17,16
user_00348,39.0,NULL,USA,Premium,2023-01-13,36
user_00349,34.0,NULL,USA,Premium,2023-10-27,26
user_00350,37.0,NULL,Canada,Premium+,2023-09-13,28
user_00351,25.0,F,Canada,Premium,2025-07-26,5
user_00352,20.0,NULL,USA,Premium,2025-05-18,7
user_00353,29.0,M,USA,Standard,2023-08-08,29
user_00354,39.0,F,USA,Basic,2024-12-05,13
user_00355,35.0,F,USA,Basic,2023-09-29,27
user_00356,31.0,NULL,USA,Standard,2024-10-08,15
user_00357,29.0,F,USA,Basic,2024-09-18,15
user_00358,26.0,M,Canada,Premium,2022-12-16,37
user_00359,33.0,F,USA,Basic,2023-09-15,28
user_00360,50.0,M,USA,Basic,2024-02-16,23
user_00361,37.0,F,USA,Premium,2023-10-27,26
user_00362,26.0,F,USA,Basic,2025-01-13,12
user_00363,44.0,F,USA,Premium,2022-08-22,41
user_00364,28.0,F,USA,Premium,2024-05-07,20
user_00365,26.0,M,USA,Standard,2024-09-24,15
user_00366,58.0,M,USA,Premium,2023-11-09,26
user_00367,NULL,F,USA,Standard,2023-04-06,33
user_00368,43.0,F,USA,Standard,2023-01-06,36
user_00369,46.0,NULL,USA,Standard,2024-11-07,14
user_00370,29.0,Other,USA,Basic,2024-08-14,17
user_00371,36.0,M,USA,Standard,2025-01-05,12
user_00372,NULL,M,Canada,Standard,2024-01-22,23
user_00373,16.0,F,USA,Standard,2024-06-08,19
user_00374,22.0,M,USA,Premium,2023-10-27,26
user_00375,27.0,M,USA,Premium,2023-05-21,32
user_00376,45.0,NULL,Canada,Premium,2024-06-05,19
user_00377,64.0,F,USA,Premium,2024-09-26,15
user_00378,41.0,M,USA,Premium,2023-03-09,34
user_00379,NULL,M,USA,Premium,2025-05-22,7
user_00380,31.0,F,USA,Standard,2024-07-10,18
user_00381,38.0,M,Canada,Basic,2023-01-23,36
user_00382,26.0,NULL,USA,Premium,2025-04-10,9
user_00383,27.0,M,USA,Standard,2025-01-01,12
user_00384,31.0,M,Canada,Standard,2025-06-22,6
user_00385,50.0,M,USA,Standard,2024-03-10,22
user_00386,47.0,F,USA,Premium+,2023-05-29,31
user_00387,52.0,F,USA,Premium,2023-12-11,25
user_00388,50.0,M,Canada,Premium,2024-12-17,12
user_00389,37.0,F,Canada,Standard,2025-04-21,8
user_00390,31.0,F,USA,Standard,2022-12-09,37
user_00391,19.0,M,USA,Standard,2023-06-16,31
user_00392,NULL,M,Canada,Premium,2024-10-16,15
user_00393,24.0,M,Canada,Standard,2024-04-29,20
user_00394,44.0,M,USA,Premium,2025-05-13,8
user_00395,47.0,M,USA,Standard,2022-09-10,40
user_00396,40.0,M,Canada,Standard,2025-03-10,10
user_00397,45.0,F,USA,Standard,2023-09-15,28
user_00398,38.0,F,USA,Standard,2025-06-05,7
user_00399,34.0,NULL,USA,Premium+,2024-12-03,13
user_00400,NULL,F,USA,Basic,2025-03-29,9
user_00401,60.0,M,USA,Standard,2024-03-01,22
user_00402,23.0,M,USA,Standard,2025-05-03,8
user_00403,60.0,F,USA,Premium,2025-02-10,11
user_00404,27.0,M,USA,Premium+,2024-03-09,22
user_00405,46.0,F,Canada,Standard,2023-02-27,34
user_00406,44.0,NULL,Canada,Premium,2023-01-31,35
user_00407,27.0,M,USA,Standard,2025-02-17,10
user_00408,31.0,M,USA,Standard,2025-04-02,9
user_00409,46.0,M,USA,Premium,2025-05-08,8
user_00410,33.0,F,USA,Standard,2023-01-20,36
user_00411,NULL,M,USA,Basic,2025-01-02,12
user_00412,32.0,M,USA,Premium,2024-12-05,13
user_00413,38.0,F,Canada,Standard,2022-12-14,37
user_00414,NULL,F,Canada,Standard,2024-11-04,14
user_00415,NULL,F,Canada,Premium+,2023-11-20,26
user_00416,47.0,NULL,Canada,Basic,2024-09-07,16
user_00417,23.0,F,Canada,Premium,2024-02-24,22
user_00418,14.0,NULL,USA,Basic,2023-06-24,31
user_00419,63.0,M,Canada,Premium,2025-01-25,11
user_00420,28.0,NULL,USA,Standard,2025-01-20,11
user_00421,NULL,M,USA,Premium,2022-11-30,37
user_00422,NULL,M,USA,Basic,2023-03-26,34
user_00423,39.0,F,USA,Premium+,2024-11-13,14
user_00424,15.0,F,USA,Standard,2024-09-15,16
user_00425,21.0,M,USA,Standard,2023-05-30,31
user_00426,NULL,M,Canada,Premium,2023-09-24,27
user_00427,47.0,F,USA,Premium+,2023-10-03,27
user_00428,30.0,Other,USA,Premium,2022-10-12,39
user_00429,30.0,M,USA,Premium+,2024-12-07,13
user_00430,16.0,M,USA,Premium,2023-05-28,31
user_00431,50.0,F,Canada,Standard,2025-03-21,9
user_00432,32.0,F,USA,Premium,2022-08-06,41
user_00433,52.0,F,USA,Basic,2023-02-12,35
user_00434,31.0,NULL,USA,Premium,2022-09-11,40
user_00435,18.0,F,USA,Standard,2022-12-19,37
user_00436,28.0,F,USA,Premium,2023-05-29,31
user_00437,19.0,M,USA,Basic,2025-05-03,8
user_00438,NULL,NULL,Canada,Standard,2025-01-18,11
user_00439,52.0,M,USA,Premium+,2022-10-01,39
user_00440,41.0,M,USA,Premium,2024-07-15,18
user_00441,67.0,F,USA,Standard,2023-02-21,35
user_00442,33.0,F,Canada,Standard,2022-10-03,39
user_00443,8.0,F,USA,Standard,2024-06-07,19
user_00444,59.0,M,USA,Premium,2025-01-02,12
user_00445,33.0,F,USA,Premium,2023-03-29,33
user_00446,26.0,F,USA,Standard,2023-04-22,33
user_00447,34.0,F,Canada,Basic,2024-11-15,14
user_00448,32.0,M,USA,Premium+,2024-02-10,23
user_00449,28.0,NULL,USA,Premium,2025-03-05,10
user_00450,36.0,F,USA,Premium,2023-11-12,26
user_00451,NULL,M,USA,Standard,2024-12-10,13
user_00452,NULL,F,USA,Premium,2025-01-19,11
user_00453,53.0,F,Canada,Premium,2025-02-13,11
user_00454,37.0,F,Canada,Basic,2023-04-06,33
user_00455,40.0,F,USA,Standard,2024-03-09,22
user_00456,48.0,F,USA,Basic,2023-03-15,34
user_00457,33.0,F,USA,Standard,2023-10-02,27
user_00458,23.0,Other,USA,Premium,2024-05-25,19
user_00459,48.0,M,Canada,Premium,2023-05-02,32
user_00460,28.0,F,USA,Premium,2025-07-27,5
user_00461,25.0,NULL,USA,Standard,2023-10-10,27
user_00462,28.0,F,USA,Premium,2023-02-04,35
user_00463,30.0,F,USA,Premium,2023-11-29,25
user_00464,34.0,M,USA,Premium,2022-08-19,41
user_00465,23.0,NULL,USA,Premium,2025-05-22,7
user_00466,30.0,F,USA,Premium,2022-09-19,40
user_00467,NULL,M,USA,Basic,2025-07-08,6
user_00468,NULL,F,USA,Standard,2024-06-11,19
user_00469,30.0,M,Canada,Premium+,2024-02-23,22
user_00470,25.0,NULL,USA,Basic,2023-02-19,35
user_00471,42.0,F,USA,Standard,2023-07-09,30
user_00472,28.0,M,USA,Premium+,2023-11-08,26
user_00473,NULL,F,USA,Premium,2023-06-08,31
user_00474,43.0,NULL,Canada,Premium,2024-01-20,24
user_00475,43.0,M,Canada,Premium,2024-10-16,15
user_00476,38.0,NULL,USA,Standard,2024-09-13,16
user_00477,33.0,M,Canada,Standard,2023-05-23,32
user_00478,NULL,M,USA,Standard,2024-09-11,16
user_00479,27.0,M,Canada,Standard,2024-06-19,19
user_00480,52.0,F,USA,Premium,2022-11-16,38
user_00481,30.0,M,USA,Standard,2025-07-05,6
user_00482,NULL,NULL,Canada,Premium,2024-02-17,23
user_00483,58.0,Other,Canada,Premium,2024-10-14,15
user_00484,36.0,F,USA,Premium+,2022-11-25,38
user_00485,9.0,M,USA,Standard,2024-07-07,18
user_00486,40.0,M,USA,Basic,2024-04-25,20
user_00487,31.0,NULL,USA,Premium,2024-01-31,23
user_00488,31.0,M,USA,Basic,2024-06-23,18
user_00489,35.0,F,USA,Premium,2023-06-25,31
user_00490,35.0,F,USA,Standard,2025-02-18,10
user_00491,28.0,M,Canada,Premium,2024-08-14,17
user_00492,44.0,F,USA,Standard,2022-09-08,40
user_00493,21.0,F,USA,Standard,2022-12-13,37
user_00494,34.0,F,USA,Premium,2023-10-20,27
user_00495,47.0,F,USA,Basic,2022-08-07,41
user_00496,50.0,M,Canada,Premium,2023-11-08,26
user_00497,49.0,M,USA,Premium,2023-02-24,35
user_00498,41.0,F,USA,Premium,2023-12-14,25
user_00499,40.0,M,Canada,Premium+,2022-08-30,40
user_00500,28.0,M,USA,Standard,2025-07-10,6
user_00501,36.0,F,Canada,Basic,2023-07-16,30
user_00502,40.0,NULL,USA,Standard,2024-08-14,17
user_00503,42.0,Other,USA,Standard,2023-10-21,27
