"engagement_id";"customer_id";"month";"watch_hours";"login_days";"num_titles_watched"
265;"user_00030";"2024-05-01";0.94;1;1
266;"user_00030";"2024-06-01";0.29;1;1
267;"user_00030";"2024-09-01";2.11;1;1
268;"user_00030";"2024-10-01";0.0;1;1
269;"user_00030";"2024-11-01";0.78;1;1
270;"user_00030";"2025-01-01";0.94;2;2
271;"user_00030";"2025-06-01";1.58;1;1
272;"user_00030";"2025-07-01";0.41;1;1
273;"user_00030";"2025-12-01";0.41;1;1
274;"user_00031";"2024-05-01";0.79;1;1
275;"user_00031";"2024-06-01";0.32;1;1
276;"user_00031";"2025-02-01";0.88;1;1
277;"user_00031";"2025-06-01";0.89;1;1
278;"user_00031";"2025-07-01";1.52;1;1
279;"user_00031";"2025-10-01";1.51;1;1
280;"user_00031";"2025-12-01";1.99;1;1
281;"user_00032";"2024-01-01";0.05;1;1
282;"user_00032";"2024-03-01";0.51;1;1
283;"user_00032";"2024-05-01";1.02;1;1
284;"user_00032";"2024-06-01";0.62;1;1
285;"user_00032";"2024-08-01";0.2;1;1
286;"user_00032";"2025-01-01";1.02;1;1
287;"user_00032";"2025-03-01";0.41;1;1
288;"user_00032";"2025-08-01";0.53;1;1
289;"user_00032";"2025-09-01";0.0;1;1
290;"user_00032";"2025-11-01";0.9;1;1
291;"user_00033";"2024-04-01";0.63;1;1
292;"user_00033";"2024-07-01";0.78;1;1
293;"user_00033";"2024-08-01";0.65;1;1
294;"user_00033";"2024-09-01";0.45;1;1
295;"user_00033";"2025-02-01";1.64;1;1
296;"user_00033";"2025-03-01";0.22;1;1
297;"user_00033";"2025-04-01";0.91;1;1
298;"user_00033";"2025-06-01";6.28;4;4
299;"user_00033";"2025-07-01";0.64;1;1
300;"user_00033";"2025-11-01";1.04;1;1
301;"user_00034";"2024-02-01";0.53;1;1
302;"user_00034";"2024-03-01";0.47;1;1
303;"user_00034";"2024-09-01";1.38;1;1
304;"user_00034";"2024-11-01";0.46;1;1
305;"user_00034";"2024-12-01";1.26;1;1
306;"user_00034";"2025-06-01";1.05;1;1
307;"user_00034";"2025-08-01";1.11;1;1
308;"user_00034";"2025-11-01";0.0;1;1
309;"user_00034";"2025-12-01";0.89;1;1
310;"user_00035";"2024-01-01";0.78;1;1
311;"user_00035";"2024-04-01";0.0;1;1
312;"user_00035";"2024-05-01";1.69;1;1
313;"user_00035";"2024-12-01";1.78;1;1
314;"user_00035";"2025-03-01";0.68;1;1
315;"user_00035";"2025-04-01";0.09;1;1
316;"user_00035";"2025-05-01";1.09;1;1
317;"user_00035";"2025-10-01";0.65;1;1
318;"user_00036";"2024-04-01";4.01;1;1
319;"user_00036";"2024-07-01";1.52;1;1
320;"user_00036";"2024-09-01";1.22;1;1
321;"user_00036";"2025-01-01";0.32;1;1
322;"user_00037";"2024-08-01";3.07;1;1
323;"user_00037";"2024-10-01";0.44;1;1
324;"user_00037";"2024-11-01";0.11;1;1
325;"user_00037";"2024-12-01";0.46;1;1
326;"user_00037";"2025-03-01";1.14;1;1
327;"user_00037";"2025-06-01";1.32;1;1
328;"user_00037";"2025-10-01";0.47;1;1
329;"user_00038";"2024-07-01";0.0;1;1
330;"user_00038";"2024-08-01";0.58;1;1
331;"user_00038";"2024-09-01";0.63;1;1
332;"user_00038";"2024-10-01";2.44;2;2
333;"user_00038";"2025-04-01";0.23;1;1
334;"user_00038";"2025-05-01";0.19;1;1
335;"user_00038";"2025-06-01";1.12;1;1
336;"user_00038";"2025-11-01";1.03;1;1
337;"user_00039";"2024-01-01";0.65;1;1
338;"user_00039";"2024-04-01";1.25;1;1
339;"user_00039";"2024-07-01";0.0;1;1
340;"user_00039";"2024-10-01";0.49;1;1
341;"user_00039";"2024-11-01";0.39;1;1
342;"user_00039";"2024-12-01";2.59;1;1
343;"user_00039";"2025-03-01";1.92;2;2
344;"user_00039";"2025-07-01";0.51;1;1
345;"user_00039";"2025-09-01";0.59;1;1
346;"user_00039";"2025-11-01";0.82;1;1
347;"user_00040";"2024-02-01";1.38;1;1
348;"user_00040";"2024-03-01";1.26;1;1
349;"user_00040";"2024-06-01";0.52;1;1
350;"user_00040";"2024-08-01";1.19;1;1
351;"user_00040";"2024-12-01";0.0;1;1
352;"user_00040";"2025-01-01";0.58;1;1
353;"user_00040";"2025-03-01";0.57;1;1
354;"user_00040";"2025-05-01";1.11;1;1
355;"user_00041";"2024-02-01";2.35;2;2
356;"user_00041";"2024-04-01";0.97;1;1
357;"user_00041";"2024-10-01";2.01;2;2
358;"user_00041";"2024-11-01";0.6;1;1
359;"user_00041";"2025-05-01";0.7;1;1
360;"user_00041";"2025-06-01";1.35;1;1
361;"user_00041";"2025-07-01";0.28;1;1
362;"user_00041";"2025-12-01";0.54;1;1
363;"user_00042";"2024-05-01";0.1;1;1
364;"user_00042";"2025-07-01";0.0;1;1
365;"user_00042";"2025-08-01";0.0;1;1
366;"user_00042";"2025-11-01";1.5;1;1
367;"user_00043";"2024-01-01";1.43;1;1
368;"user_00043";"2024-10-01";0.0;1;1
369;"user_00043";"2024-12-01";4.68;1;1
370;"user_00043";"2025-02-01";2.21;1;1
371;"user_00043";"2025-09-01";0.0;1;1
372;"user_00043";"2025-10-01";0.0;1;1
373;"user_00044";"2024-10-01";0.4;2;2
374;"user_00044";"2024-11-01";1.42;1;1
375;"user_00044";"2025-03-01";1.12;1;1
376;"user_00044";"2025-06-01";0.42;2;2
377;"user_00044";"2025-07-01";5.49;1;1
378;"user_00044";"2025-09-01";0.46;1;1
379;"user_00045";"2024-02-01";1.11;2;2
380;"user_00045";"2024-06-01";0.65;1;1
381;"user_00045";"2024-07-01";0.41;1;1
382;"user_00045";"2025-01-01";0.36;1;1
383;"user_00045";"2025-08-01";0.81;1;1
384;"user_00045";"2025-10-01";0.68;1;1
385;"user_00046";"2024-04-01";0.95;1;1
386;"user_00046";"2024-05-01";1.72;2;2
387;"user_00046";"2024-09-01";1.77;1;1
388;"user_00046";"2024-10-01";2.08;1;1
389;"user_00046";"2024-11-01";1.05;1;1
390;"user_00046";"2024-12-01";0.06;1;1
391;"user_00046";"2025-02-01";1.31;2;2
392;"user_00046";"2025-05-01";2.09;1;1
393;"user_00047";"2024-02-01";1.26;1;1
394;"user_00047";"2024-03-01";1.51;1;1
395;"user_00047";"2024-08-01";0.04;1;1
396;"user_00047";"2024-10-01";0.59;1;1
397;"user_00047";"2024-11-01";1.16;1;1
398;"user_00047";"2024-12-01";0.79;1;1
399;"user_00047";"2025-03-01";1.32;1;1
400;"user_00047";"2025-05-01";0.64;1;1
401;"user_00047";"2025-08-01";0.64;1;1
402;"user_00048";"2024-08-01";0.84;1;1
403;"user_00048";"2024-09-01";1.3;2;2
404;"user_00048";"2024-11-01";7.27;1;1
405;"user_00048";"2025-01-01";0.15;1;1
406;"user_00048";"2025-04-01";0.86;1;2
407;"user_00048";"2025-07-01";0.85;1;1
408;"user_00048";"2025-08-01";0.95;1;1
409;"user_00048";"2025-09-01";1.03;1;1
410;"user_00048";"2025-10-01";0.45;1;1
411;"user_00049";"2024-07-01";2.24;1;1
412;"user_00049";"2024-08-01";1.03;1;1
413;"user_00049";"2024-09-01";0.23;1;1
414;"user_00049";"2024-10-01";0.41;1;1
415;"user_00049";"2025-05-01";1.23;2;2
416;"user_00049";"2025-06-01";1.77;1;1
417;"user_00049";"2025-07-01";1.62;1;1
418;"user_00050";"2024-01-01";0.43;1;1
419;"user_00050";"2024-02-01";1.93;2;2
420;"user_00050";"2024-06-01";0.59;1;1
421;"user_00050";"2024-09-01";1.79;1;1
422;"user_00050";"2024-10-01";0.0;1;1
423;"user_00050";"2024-12-01";0.0;1;1
424;"user_00050";"2025-06-01";0.0;1;1
425;"user_00050";"2025-08-01";1.95;1;1
426;"user_00051";"2024-01-01";0.93;1;1
427;"user_00051";"2024-04-01";1.69;1;1
428;"user_00051";"2024-06-01";7.4;1;1
429;"user_00051";"2025-01-01";1.16;1;1
430;"user_00051";"2025-02-01";1.43;1;1
431;"user_00051";"2025-03-01";1.68;1;1
432;"user_00051";"2025-04-01";0.2;1;1
433;"user_00051";"2025-05-01";2.96;3;3
434;"user_00052";"2024-01-01";0.0;1;1
435;"user_00052";"2024-02-01";2.52;2;2
436;"user_00052";"2024-04-01";0.14;1;1
437;"user_00052";"2024-11-01";1.81;1;1
438;"user_00052";"2025-01-01";4.65;2;2
439;"user_00052";"2025-07-01";0.42;1;1
440;"user_00052";"2025-08-01";2.15;1;1
441;"user_00053";"2024-03-01";0.25;2;2
442;"user_00053";"2024-05-01";0.14;1;1
443;"user_00053";"2024-09-01";5.27;1;1
444;"user_00053";"2024-11-01";0.71;2;2
445;"user_00053";"2025-01-01";1.55;1;1
446;"user_00053";"2025-04-01";3.42;1;1
447;"user_00053";"2025-05-01";1.54;1;1
448;"user_00053";"2025-12-01";0.73;1;1
449;"user_00054";"2024-02-01";1.23;1;1
450;"user_00054";"2024-12-01";1.57;1;1
451;"user_00054";"2025-01-01";1.68;1;1
452;"user_00054";"2025-02-01";0.8;1;1
453;"user_00054";"2025-05-01";0.93;1;1
454;"user_00054";"2025-08-01";0.6;1;1
455;"user_00054";"2025-10-01";0.0;1;1
456;"user_00054";"2025-11-01";0.0;1;1
457;"user_00054";"2025-12-01";2.01;1;1
458;"user_00055";"2024-04-01";1.22;1;2
459;"user_00055";"2024-06-01";1.53;1;1
460;"user_00055";"2025-02-01";0.36;1;1
461;"user_00055";"2025-03-01";1.05;2;2
462;"user_00055";"2025-05-01";2.16;2;2
463;"user_00055";"2025-08-01";1.65;2;2
464;"user_00055";"2025-09-01";0.86;1;1
465;"user_00055";"2025-10-01";0.99;1;1
466;"user_00056";"2024-02-01";3.4;1;1
467;"user_00056";"2024-05-01";0.9;1;1
468;"user_00056";"2025-05-01";1.91;3;3
469;"user_00056";"2025-09-01";3.29;2;2
470;"user_00056";"2025-11-01";0.63;2;2
471;"user_00056";"2025-12-01";2.01;3;3
472;"user_00057";"2024-05-01";0.98;1;1
473;"user_00057";"2024-07-01";0.0;1;1
474;"user_00057";"2025-01-01";3.87;1;1
475;"user_00057";"2025-04-01";2.31;1;1
476;"user_00057";"2025-05-01";0.79;1;1
477;"user_00057";"2025-06-01";0.19;1;1
478;"user_00057";"2025-11-01";1.06;1;1
479;"user_00057";"2025-12-01";1.02;1;1
480;"user_00058";"2024-02-01";0.44;1;1
481;"user_00058";"2024-05-01";0.5;1;1
482;"user_00058";"2024-11-01";1.73;1;1
483;"user_00058";"2025-01-01";1.39;1;1
484;"user_00058";"2025-08-01";0.95;1;1
485;"user_00058";"2025-10-01";0.24;1;1
486;"user_00058";"2025-11-01";0.57;1;1
487;"user_00059";"2024-04-01";1.07;2;2
488;"user_00059";"2024-06-01";0.0;1;1
489;"user_00059";"2024-07-01";0.25;1;1
490;"user_00059";"2024-09-01";0.37;2;2
491;"user_00059";"2025-02-01";1.07;1;1
492;"user_00059";"2025-03-01";0.87;1;1
493;"user_00059";"2025-05-01";1.2;1;1
494;"user_00059";"2025-06-01";0.87;1;1
495;"user_00059";"2025-07-01";2.6;2;2
496;"user_00060";"2024-05-01";0.38;1;1
497;"user_00060";"2024-10-01";0.0;1;1
498;"user_00060";"2025-02-01";2.35;2;2
499;"user_00060";"2025-05-01";0.55;1;1
500;"user_00060";"2025-10-01";0.63;1;1
501;"user_00060";"2025-11-01";1.15;1;1
502;"user_00060";"2025-12-01";1.89;1;1
503;"user_00061";"2024-03-01";1.57;1;1
504;"user_00061";"2024-04-01";0.17;1;1
505;"user_00061";"2024-07-01";2.34;2;2
506;"user_00061";"2024-08-01";1.54;1;1
507;"user_00061";"2024-11-01";0.46;1;1
508;"user_00061";"2025-05-01";0.88;2;2
509;"user_00061";"2025-10-01";1.84;2;2
510;"user_00062";"2024-01-01";0.36;1;1
511;"user_00062";"2024-06-01";0.43;1;1
512;"user_00062";"2024-07-01";1.23;1;1
513;"user_00062";"2024-08-01";1.82;2;2
514;"user_00062";"2025-01-01";3.49;2;2
515;"user_00062";"2025-03-01";2.04;2;2
516;"user_00062";"2025-06-01";1.51;1;1
517;"user_00062";"2025-08-01";1.09;2;2
518;"user_00062";"2025-09-01";1.81;1;1
519;"user_00062";"2025-12-01";2.76;2;2
520;"user_00063";"2024-01-01";0.95;1;1
521;"user_00063";"2024-03-01";0.72;1;1
522;"user_00063";"2024-07-01";0.51;1;1
523;"user_00063";"2024-09-01";1.71;1;1
524;"user_00063";"2025-01-01";0.73;1;1
525;"user_00063";"2025-03-01";1.1;1;1
526;"user_00064";"2024-03-01";1.35;1;1
527;"user_00064";"2024-04-01";2.05;1;1
528;"user_00064";"2024-06-01";0.0;1;1
529;"user_00064";"2024-07-01";0.38;1;1
530;"user_00064";"2024-09-01";0.89;1;1
531;"user_00064";"2024-10-01";1.06;1;1
532;"user_00064";"2025-01-01";0.08;1;1
533;"user_00064";"2025-02-01";1.5;1;1
534;"user_00064";"2025-03-01";1.53;1;1
535;"user_00064";"2025-04-01";3.01;2;2
536;"user_00064";"2025-08-01";0.33;1;1
537;"user_00064";"2025-09-01";1.0;1;1
538;"user_00064";"2025-10-01";0.97;1;1
539;"user_00064";"2025-12-01";0.0;1;1
540;"user_00065";"2024-01-01";0.84;1;1
541;"user_00065";"2024-07-01";0.34;1;1
542;"user_00065";"2024-08-01";0.5;1;1
543;"user_00065";"2024-09-01";0.18;1;1
544;"user_00065";"2024-10-01";0.77;1;1
545;"user_00065";"2024-11-01";1.92;1;1
546;"user_00065";"2025-01-01";1.47;1;1
547;"user_00065";"2025-04-01";0.0;1;1
548;"user_00065";"2025-11-01";1.33;2;2
549;"user_00066";"2024-02-01";1.66;1;1
550;"user_00066";"2024-03-01";0.37;1;1
551;"user_00066";"2024-05-01";0.79;2;2
552;"user_00066";"2024-07-01";11.36;3;3
553;"user_00066";"2024-08-01";3.75;2;2
554;"user_00066";"2025-06-01";0.0;1;1
555;"user_00066";"2025-07-01";0.92;1;1
556;"user_00066";"2025-11-01";0.0;1;1
557;"user_00067";"2024-01-01";1.72;1;1
558;"user_00067";"2024-05-01";1.66;1;1
559;"user_00067";"2024-07-01";0.39;1;1
560;"user_00067";"2024-09-01";0.22;1;1
561;"user_00067";"2025-02-01";3.24;1;1
562;"user_00067";"2025-05-01";1.71;2;2
563;"user_00067";"2025-06-01";0.54;1;1
564;"user_00067";"2025-08-01";0.61;1;1
565;"user_00067";"2025-09-01";4.64;2;2
566;"user_00067";"2025-12-01";1.9;1;1
567;"user_00068";"2024-03-01";1.36;1;1
568;"user_00068";"2024-04-01";0.81;1;1
569;"user_00068";"2024-07-01";2.31;1;1
570;"user_00068";"2024-08-01";1.49;1;1
571;"user_00068";"2024-10-01";0.88;1;1
572;"user_00068";"2024-11-01";0.62;1;1
573;"user_00068";"2024-12-01";2.46;2;2
574;"user_00068";"2025-03-01";0.84;1;1
575;"user_00068";"2025-05-01";2.59;2;2
576;"user_00069";"2024-01-01";0.85;1;1
577;"user_00069";"2024-03-01";0.75;1;1
578;"user_00069";"2024-04-01";0.5;1;1
579;"user_00069";"2024-05-01";0.52;1;1
580;"user_00069";"2024-06-01";0.95;2;2
